OBJECTID,gcp_name,latitude,longitude,ellipsoidheight,state,district,tahsil,BRIEF_DESCRIPTION,old_description,UID,pid,gdc_username
572,FATEHPUR,24.084109,87.730398,-14.31044,WEST BENGAL,BIRBHUM,RAMPUR HAT,"GCP is situated in the premises of Sub-Division Office (Irrigation), Mallarpur, Fatehpur","Circle & Cross mark on metal plate (G.C.P Reference mark) fixed in the center of 1mx1mx20cm cemented pillar in the compound of Mallarpur Irrigation sub division office Fatehpur village, Sub division – Rampur Hat, Distt:- Birbhum (WB). The Irrigation of",1610010001,A36693P,West Bengal & Sikkim Geo-spatial Directorate
573,FAZILKA,30.412346,74.027305,132.92992,PUNJAB,FAZILKA,FAZILKA,"GCP is situated in the premises of Govt. Model Secondary School, Fazilka","A circular brass dot punched on the top of an angle iron, fixed vertically in the center and flush with the top level of concrete cemented pillar of dimensions about 30 cm x  30 cm and  about 50 cm above ground level. It is situated in the campus of Govt",409030001,A35GPC2,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate"
574,FIROZPUR,30.912126,74.660146,152.04144,PUNJAB,FIROZPUR,FIROZPUR,"GCP is situated in the campus of Govt. Fisheries Department, Firozpur","A Survey Reference Mark fixed and embedded at the centre of cement concrete pillar of dimensions about 1m x 1m and about 20 cm above ground level at Firozpur, Tehsil and District Firozpur of Punjab State. The Pillar is situated in the campus of Govt. Fis",409020001,A35GPWM,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate"
575,FORBESGANJ,26.310507,87.244637,-1.32607,BIHAR,ARARIA,FORBESGANJ,"GCP is situated in the campus of Block Office, Forbesganj","Survey Reference Mark is fixed at the centre of cement concrete pillar of dimension 1mx1mx1.2m in the Campus of Block Office (BDO Office) Forbesganj. It is about 20cm above ground level. BDO Office is situated on Forbesganj to Narpatganj road, about 1km",1107030001,A368986,Jharkhand & Bihar  Geo-spatial Directorate
576,G.KONDURU,16.67993,80.573961,-42.55577,ANDHRA PRADESH,KRISHNA,G. KONDURU,"GCP is situated in the campus of Tahsildar Office, G.Konduru.","The GCP pillar circle and dot engraved centrally in a cemented concrete pillar of dimension 65cm X 65cm and 17cm above ground level. The pillar is erected 19 meter East in the campus of Tahsildar office, G. Konduru Mandal, Krishna District of Andra Prade",2008060001,A26R2MH,AndhraPradesh &Telangana Geo-spatial Directorate
577,CHANDUR,21.204882,77.748518,298.95027,MAHARASHTRA,AMRAVATI,CHANDURBAZAR,GCP is situated at Parsoda in Chandur Bazar,"The GCP Pillar constructed with circular brass plate, fixed in a cement concrete pillar of dimension 1m x 1m x 1.20m and 20cm above ground level. It is situated in E-Class place of Parsoda in Chandur Bazar,   the place is about 200 m  SE of Village Parso",1706090001,A353V6P,Maharashtra and Goa Geo-spatial Directorate
578,GADAG,15.421626,75.610996,582.39889,KARNATAKA,GADAG,GADAG,"GCP is situated in the premises of District Commissioner's Office, Gadag","A cross mark brass plate embedded on a cement concrete pillar, which is 20cm above  ground level in the premises of District Commissioner Office (New Building), Gadag, Tehsil & District-Gadag, Karnataka state. The GCP pillar is about 33.6m SE from SE cor",2210030001,A25QQCJ,Karnataka Geo-spatial Directorate
579,GADHADA (SOUTH),21.96961,71.581436,28.90086,GUJARAT,BHAVNAGAR,GADHADA,"GCP is situated in the premises of Zila Panchayat Rest House, Gadhada (South)","Survey Reference Mark (SRM) fixed with cement concrete of dimension 1m x 1m x 1.2m and 0.20m above the ground level is situated in the compound of Zilla Panchayat Rest house at Gadhada, Taluka- Gadhada, and District- Bhavnagar. The pillar is about 10m NE",1221030001,A353HXH,Gujarat Daman & Diu Geo-spatial Directorate
580,GADIGARA PALYA,13.201798,77.431952,811.99295,KARNATAKA,BANGALORE RURAL,DODDABALLAPUR,"GCP is situated in the premises of Govt. Boys Hostel, Kanasavadi Village, Gadigara Palya","A circular Survey Reference Mark embedded and flush with cemented platform in the premises of Govt. Boys Hostel at Kanasavadi village Gadigara Palya, Tehsil- Dodda ballapur, District-Bangluru Rural, Karnataka state. It is about 25m East from main road wh",2225020002,A25MV6C,Karnataka Geo-spatial Directorate
581,GADIVEMULA,15.679597,78.426689,159.16244,ANDHRA PRADESH,KURNOOL,GADIVEMULA,"GCP is situated in the campus of MPDO Office, Gadivemula.",Circle and dot engraved on the pillar with dimensions 56cm×60cm and 14cm height situated at NE side of MANDAL PARISHAD DEVELOPMENT office. It is about 24m NE to NE corner of M.P.D.O. building and about 110m NW to main entrance gate into M.P.D.O. Office.,2011110001,A25QWMC,AndhraPradesh &Telangana Geo-spatial Directorate
582,GAGANBAVADA,16.546981,73.839476,525.7574,MAHARASHTRA,KOLHAPUR,GAGANBAVADA,GCP is situated in the Compound of Gramin Rugranalaya,"The GCP pillar is constructed with Circular Brass Plate, fixed in a cement concrete pillar of dimension 1m x 1m x 1.20 m and 20 cm above ground level. It is situated in the compound of Gramin Rugnalaya, Gaganbawda, about 10m SW of Post Martem Room, about",1732030001,A25RMGR,Maharashtra and Goa Geo-spatial Directorate
583,GAINCHVAN (NEW),31.06415,78.101441,1366.75614,UTTARAKHAND,UTTARKASHI,MORI,"GCP is situated  in the campus of Govt. Inter College, Naitwar Village","A dot punched on the head of iron nail, firmly in a concrete cemented pillar of dimension about 1ft x 1ft and about 1ft above ground level. The GCP pillar is erected centrally on a concrete cemented platform of dimension about 0.5m x 5m x 0.10m. The pill",501010001,A35HW34,Uttarakhand  Geo-spatial Directorate
584,GAISILAT,20.966296,83.314068,107.32675,ODISHA,BARAGARH,GAISILAT,"GCP is situated in the campus of Govt. High School, Gaisilat","Survey Reference Mark (SRM) is fixed in a cemented concrete pillar of dimension 1mx1m and about 20cm above ground level. The GCP pillar is constructed in the campus of Govt. High school at Gaisilat falls in Tehsil- Gaisilat of District.-Baragarh, Odisha.",1908070001,A3625X8,Odisha & Chhattishgarh Geo-spatial Directorate
585,GAJWEL,17.843759,78.683029,497.01189,TELANGANA,MEDAK,GAJWEL,"GCP is situated in the campus of Tahsildar Office, Gajwel.","A dot punch on the small iron plate which is fixed in the centre of cemented pillar of dimension 63cm x 60cm and about 18cm above ground level. The GCP Pillar falling in the campus of Gajwel Tehsildar (MRO) Office, Taluk- Gajwel, Distt- Medak, Andhra Pra",1804080001,A25VWRM,AndhraPradesh &Telangana Geo-spatial Directorate
586,GALIJERUGULLA,15.390132,79.128083,175.92859,ANDHRA PRADESH,PRAKASAM,BESTAVARIPETA,"GCP is situated in the campus of Primary Health Center, Galijerugulla.","Circle and dot engraved on the cemented pillar with dimensions 57cm×56 cm and 14cm above from ground level. It is situated in the premises of Primary Health center of Galijerugulla Village, Mandal- Bestavaripeta and District- Prakasam, (A.P). The pillar",2010150002,A25QX94,AndhraPradesh &Telangana Geo-spatial Directorate
587,GALNA,20.788286,74.57244,415.93664,MAHARASHTRA,NASIK,MALEGAON,"GCP is situated in the campus of New English School & Junior Colleg,e Dongrale","The GCP pillar constructed with Circular Brass Plate, fixed in a cement concrete pillar of dimension 1m x 1m x 1.25m and 30cm above ground level. It is situated in the campus of New English School & Junior College Dongrale, about 30m NW from main gate, 2",1711010001,A352PQH,Maharashtra and Goa Geo-spatial Directorate
588,GAMBHARI,20.716163,82.939155,246.69908,ODISHA,BALANGIR,BELPADA,"GCP is situated in the premises of Panchayat High School, Gambhari",A Survey Reference Mark plate fixed with RCC cemented pillar of dimension 1mx1mx1.2m.The GCP is situated in Panchayat high school at Gambhari falls in Tehsil- Belpada of District- Balangir. The station is about 4km from Gambhari Chakha on the road from B,1914030001,A3624PW,Odisha & Chhattishgarh Geo-spatial Directorate
589,GAMBHIRAOPET,18.310117,78.565697,378.65152,TELANGANA,KARIM NAGAR,GAMBHIRAOPET,"GCP is situated in the campus of Tahsildar Office, Gambhiraopet.","Dot punched on the center of iron plate fixed in the cemented concrete pillar of size 65cm x 65cm and 20cm above the Ground Level. The Station is in the premises of Tehsildar Office (MRO), Gambhiraopet. It is about 50m West from entrance gate, about 2.5m",1803100001,A25WW8H,AndhraPradesh &Telangana Geo-spatial Directorate
590,GANAGAPUR,17.181628,76.528057,323.73611,KARNATAKA,GULBARGA,AFZALPUR,"GCP is situated in the premises of Govt. Higher Primary School, Gangapur","The pillar is in the premises of Govt. Higher Primary school, Ganagapur, Taluk-Afzalpur, District-Gulbarga.  The pillar is 3.2m SW from SW corner of toilet, 75.2m NW from flag post and 72.8m North from main road which leads Sangam to Ganagapur village. I",2202030002,A25VR5G,Karnataka Geo-spatial Directorate
591,GANDAI,21.660917,81.094788,261.69794,CHATTISGARH,RAJNANDGAON,CHHUIKHANDAN,"GCP is situated in the campus of Krishi Upaj Mandi Samiti, Gandai","Dot engraved on SRM fixed in the centre with concrete cemented pillar of dimension 1m x 1m x 20cm in the compound of Krishi Upaj Mandi Samiti at Gandai, tahsil- Chhuikhadan, District- Rajnandgaon, Chhattisgarh. The GCP pillar is about 64m SE from entranc",1412010001,A3633M3,Odisha & Chhattishgarh Geo-spatial Directorate
592,GANDARVAKOTTAI,10.570494,79.005858,-14.53132,TAMIL NADU,PADUKKOTTAI,KOTTAI,"GCP is situated in the premises of Taluk Office, Gandarvakottai",A cement concrete GCP pillar of size1mx1m was constructed in Gandarvakottai Taluk office campus of Pudukottai district. This town is located in NH-226 connecting Pudukottai & Tanjvore. This point is about 3m S of rainfall reading block and about 50m SE o,2925010001,A25GXH2,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate"
593,GANDHARI,18.400282,78.105801,484.09259,TELANGANA,NIZAMABAD,GANDHARI,"GCP is situated in the campus of Tahsildar Office, Gandhari.","The GCP station is situated in the compus of M.R.O (Tahsildar office) Gandhari, Mandal Gandhari, Distt. Nizamabad of State (AP). Circle & dot marked on GCP station. It is about 25m NW of MRO office and about 20m West of meeting hall MRO and about 50m Eas",1802060001,A25WWC4,AndhraPradesh &Telangana Geo-spatial Directorate
594,GANDHINAGAR,23.210447,72.652748,20.32914,GUJARAT,GANDHINAGAR,GANDHINAGAR,"GCP is situated in the premises of Sir Creek Bhawan, Survey of India, Gandhinagar","Force Centering Device (FCD) is fixed in cement concrete pillar in the campus of Sir Creek Bhawan, Survey of India, Opposite to Birsa Munda Bhawan, Sector 10-A, Gandhinagar, taluka and District -Gandhinagar of Gujarat. It is about 4.29m North of South co",1208030001,A355J6M,Gujarat Daman & Diu Geo-spatial Directorate
595,GANDIMAISAMMA X ROAD,17.577513,78.428884,548.92814,TELANGANA,RANGA REDDY,QUATBULLAPUR,"GCP is situated in the campus of Tahsildar Office, Gandi Maisamma X Road.","Circle and dot is engraved on the cemented pillar with dimension 62mx 67m and 13 cm above the ground level. The pillar is situated in campus of Tasildar (MRO) Quatbullapur at Gandi Maisamma X Road near Dundigal, Mandal – Quatbullapur, District- Rangare",1807020001,A25VWHC,AndhraPradesh &Telangana Geo-spatial Directorate
596,GANESHPURA,23.519513,72.076863,-3.86372,GUJARAT,MAHESANA,BECHARAJI,"GCP is situated in the premises of Ganeshpura Prathmik School (Kalri), Kalri Village","Survey Reference Mark is fixed with cement concrete pillar dimension of 1 mx1 mx1.2m and 20 cm above ground level. The GPS pillar is located in the compound of Ganeshpura Prathmik School at Kalri village, taluka- Bechraji, District- Mahesana, Gujarat. It",1206040001,A355JG3,Gujarat Daman & Diu Geo-spatial Directorate
597,GANESHPURA,26.324148,74.233095,335.86225,RAJASTHAN,PALI,JAITARAN,"GCP is situated in the premises of Govt. Middle School, Ganeshpura","A circular Survey Reference mark embedded and flush with the upper surface level of cemented platform of size 1m x 1m x 1.2m situated in the premises of Govt.Upper Primary school, village- Ganeshpura, tehsil- Beawar, district- Ajmer (Rajasthan). 1m x 1m",918010001,A358P86,Rajasthan Geo-spatial Directorate
598,GANESHPURA (BEAWAR),26.081089,74.304805,419.81214,RAJASTHAN,AJMER,BEAWAR,"GCP is situated in the premises of Govt. Upper Primary School, Ganeshpura","A circular Survey Reference Mark is fixed on a 1m x 1m x 1.2m constructed cemented pillar inside the boundary wall of Govt. Middle School, village Ganeshpura, tehsil- Jaitaran,district- Pali( Rajasthan). The GCP is about 12km far from NW corner of wall a",919030001,A358P38,Rajasthan Geo-spatial Directorate
599,GANGAKHED,18.957693,76.746447,350.81627,MAHARASHTRA,PARBHANI,GANGAKHED,GCP is situated in the campus of Majalgaon Colony,"The GCP pillar constructed with Circular Brass Plate, fixed in a cement concrete pillar of dimension 1m x 1m x 1.25 m and  20 cm above ground level. It is situated in the Campus of Majalgaon Colony, Gangakhed. The GCP pillar is about 500m SE of main chow",1720040001,A25WRXP,Maharashtra and Goa Geo-spatial Directorate
600,GANGAPUR SISWAN,25.951018,84.399316,-8.90005,BIHAR,SIWAN,SISWAN,"GCP is situated in the campus of Block Office, Gangapur Siswan","Survey Reference Mark is fixed at the centre of cement concrete pillar of dimension 1m x 1m x1.2m in the campus of Block Office, Gangapur Siswan. The BDO Office is situated on the road leading from Chainpur to Siswan Market. Gangapur Siswan is locally kn",1109040001,A3676X9,Jharkhand & Bihar  Geo-spatial Directorate
601,GANGDHAR,23.940731,75.612344,372.4561,RAJASTHAN,JHALAWAR,GANGADHAR,"GCP is situated in the campus of Tahsil Office (New), Gangdhar","A circular brass dot punched on the top of an angle iron, fixed vertically in the centre and flush  with  the top  level of concrete cemented pillar of dimensions about 30 cm x 30 cm. and about 50 cm above from ground level. The GCP Library pillar is sit",929050001,A355QWJ,Rajasthan Geo-spatial Directorate
602,GANGOTRI,30.994125,78.944364,3031.33328,UTTARAKHAND,UTTARKASHI,BHATWARI,"GCP is situated near gate of the Shivanand Ashram, Gangotri","Circle and dot mark engraved and painted in red on a huge rock on North bank of River Bhagirathi in Gangotri falls in Tehsil- Bhatwari, District- Uttarkashi. The station is South of path along Bhagirathi River South of gate of Shivanand Ashram (Sharda Ku",501020002,A35GWXW,Uttarakhand  Geo-spatial Directorate
603,GANGTOK,27.346912,88.62944,2190.3483,SIKKIM,EAST SIKKIM,EAST SIKKIM,"GCP is situated inside in the premises of proposed Herbal Park, Hanumantok, Gangtok","A small dot mark punched on a brass piece mounted on an angle iron, fixed in a concrete cemented pillar of dimensions about 30 cm x 30 cm and about 50 cm above ground level. The GCP pillar is situated inside a proposed Herbal Park at Hanumantok. It is si",3102010001,A369C8J,West Bengal & Sikkim Geo-spatial Directorate
604,GANJIVARIPALEM,16.038667,79.207035,162.80601,ANDHRA PRADESH,PRAKASAM,ERRAGONDAPALEM,"GCP is situated in the campus of Mandal Parishad School, Ganjivaripalem.","Mark engraved at the centre of cement & concrete pillar of dimension 66cm x 66cm. It is 13cm above ground level. The pillar is situated in the campus of Mandal Parishad School Ganjivari Palem, Mandal-Erragondapalem, District Prakasham (A.P.)   It is 9.6m",2010010001,A25RX26,AndhraPradesh &Telangana Geo-spatial Directorate
605,GANNAVARAM,16.540954,80.799781,-53.29822,ANDHRA PRADESH,KRISHNA (VIJAYAWADA),GANNAVARAM,"GCP is situated in the campus of Talluk Office,Gannavaram .","Cut on top of cemented pillar size 63cm x 63cm x 6cm above ground level. It is situated in the compound of Taluk Office Gannavaram, Taluk:- Gannavaram,  Distt.- Vijayawada (A.P). The station is about 2m East of rain gauge pillar about 20m SE of SE corner",2008070001,A26R2GQ,AndhraPradesh &Telangana Geo-spatial Directorate
606,GANRAPOTA,23.139192,88.817961,-47.92886,WEST BENGAL,24 PARGANAS (NORTH),BANGAON,"GCP is situated in the campus of  High School (Boy's), Ganrapota","Survey reference mark fixed with cement concrete pillar dimension of 1mx1mx15cm above ground level in the compound of Ganrapota High school (Boy’s), Village: - Ganrapota, PO- Bangaon, Tehsil- Ganrapota, Distt: - North 24 Pargana, West Bengal. The stati",1616010001,A365C4R,West Bengal & Sikkim Geo-spatial Directorate
