OBJECTID,sbm_type,latitude,longitude,Z,state,district,tahsil,gdc_username,old_description
320,Type 'M',21.892,77.883,0,Madhya Pradesh,BETUL,BETUL,Madhya Pradesh Geo-spatial Directorate,"Type 'M' at Betul. It consists of a stone monolith 0.30m square at base and 0.77m high, the top 0.07 m being dressed to the form of a pyramid terminating in a square of 0.13m side. The rest monolith set in a bed of concrete 1.52 feet square and 0.91m dee"
321,Type 'B',24.915278,79.582778,0,Madhya Pradesh,CHHATARPUR,CHHATARPUR,Madhya Pradesh Geo-spatial Directorate,"GTS BM (Type-B)t is situated in Garden area in campus of PWD Rest House,Chhaterpur It is about 2m of the RH building. It is about 8m South from Main gate, It is about 12m SE from Kitchen.Chatterpur"
322,Type 'B',24.65,77.319,0,Madhya Pradesh,GUNA,GUNA,Madhya Pradesh Geo-spatial Directorate,"Type 'B' at Guna (MP), embedded 0.40m below ground level at NE corner of S side park in front  V.I.P. room of PWD rest house Guna.The distance and bearing to the surrounding objects are :-  small temple below pipal tree near SW corner of RH building 37.3"
323,Type 'B',27.634,72.649,0,Rajasthan,BIKANER,KOLAYAT,Rajasthan Geo-spatial Directorate,"Type 'B' at Nokhra Tehsil Phalodi, District Jodhpur, situated at the PWD worker rest house compound interred 0.60m below ground level at 23.5m NNW of centre of circular of pucca tank at Ganghut compound. The distance & bearing to surrounding objects are:"
324,Type 'B',18.896,72.814,0,Rajasthan,BIKANER,KOLAYAT,Rajasthan Geo-spatial Directorate,"Type 'B' at Colaba, interred 0.60m below ground level in the Compound of Regional Metrological Center at Colaba. It is about 20 m E of the center of Main gate."
325,Type 'B',27.973,73.053,0,Rajasthan,BIKANER,KOLAYAT,Rajasthan Geo-spatial Directorate,"Type 'B' at Gajner Type'B' district Bikaner, Rajasthan, interred 0.60m below ground level, situated near SE corner of compound wall of Jawahar Navodaya Vidhyalaya Gajner. The bench mark is 1.45m N of  S side of boundary wall & 2.90m W of E side of school"
326,Type 'B',30.482,77.13,0,Haryana,AMBALA,NARAYANGARH,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B' at Narayangarh interred about 0.8 m below ground level in the Western compound of Civil Rest House P.W.D.,  R & B District Ambala, State Haryana. The distances & bearing to the surrounding objects are:                                  1) NE corn"
327,Type 'B',26.345,74.574,0,Rajasthan,AJMER,AJMER,Rajasthan Geo-spatial Directorate,Type 'B' embadded 0.60m below ground level in the compound of H.S.School Saradhana. The Bench mark is situated at  L shaped open space close and E of Physics Lab. The distance and bearing to the surrounding objects are: NE corner of stage in front of Phy
328,Type 'P',26.469,74.643,0,Rajasthan,AJMER,AJMER,Rajasthan Geo-spatial Directorate,Type 'P' at Ajmer situated in the SW corner of the compound of the Executive Engineer (CPWD) in front of office building 6.15m NNE of S boundary wall of the office. The distances and bearings to the  surrounding objects are:- SW corner of the building 39
329,Type 'B',26.066,75.223,0,Rajasthan,AJMER,KEKRI,Rajasthan Geo-spatial Directorate,"Type 'B' at Sarwar enterred 0.30m below ground level, near NE compound behind a ruined building of old boarding house of Govt. Uchch Prathmic Vidhalaya at Sarwar. It is near the closed gate along N side boundary wall and 1.20m S of boundry wall near 5 ro"
330,Type 'M',25.972,75.152,0,Rajasthan,AJMER,KEKRI,Rajasthan Geo-spatial Directorate,"Type M at Kekri in the compound of court Kekri Distt. Ajmer, Rajasthan, It is situated in the compound of Court, 15.90m SE of back wall of main building of Court, 16.50m NW from SE boundary wall of Court, 12.9m NE from SW wall of Court. The distances and"
331,Type 'B',25.821,75.196,0,Rajasthan,AJMER,KEKRI,Rajasthan Geo-spatial Directorate,"Type 'B' at Gulgaon, Distt. Ajmer, (Rajasthan): -  standard Type 'B' Bench mark constructed in campus of Rajkiya Madhyamic Vidyalaya, Gulgaon , Dist. Ajmer, Rajasthan , embedded 0.55m below ground level . The BM is situated at 1.70m W of E boundary wall"
332,Type 'B',22.913,77.65,0,Madhya Pradesh,RAISEN,GOHARGANJ,Madhya Pradesh Geo-spatial Directorate,"Type 'B'at Barkhera, interred 0.60m below ground level in northern portion of Girls Primary School and NW portion of Madhyamik High School campus, Barkhera in Raisen District (MP). The distance and bearing of the surrounding objects are:-"
333,Type 'B',23.092,77.521,0,Madhya Pradesh,RAISEN,GOHARGANJ,Madhya Pradesh Geo-spatial Directorate,"Type 'B' at Mandideep, interred 0.40m below ground level in the compound of Audyogik Vikas Kendra Nigam Ltd  Mandideep ( Bhopal). The  distance and bearing to the surrounding object are :-"
334,Type 'C',22.951,77.639,0,Madhya Pradesh,RAISEN,GOHARGANJ,Madhya Pradesh Geo-spatial Directorate,"Type 'C' engraved on rock boulder just at the N edge of a small ridge & E of a small depression (shaddle) which separates  the ridge  from the other ridge between Ankalpur and Vinaika village, about 3km NNW of Barkhera railway station, 16.4m just W of ce"
335,Type 'B',25.192,75.985,0,Rajasthan,KOTA,LADPURA,Rajasthan Geo-spatial Directorate,"Type 'B' at Tather, embeded 0.6m below ground level near the old boar at village Tather. The distance & bearing of the surrounding objects are:- NE corner of W Chatri of boar 11.1m & 246°, Pipal tree 3.4m & 193.5°."
336,Type 'B',25.485,77.506,0,Madhya Pradesh,SHIVPURI,SHIVPURI,Madhya Pradesh Geo-spatial Directorate,Type 'B' at Sirsod interred 0.40m below ground level in the NE corner of the compound of Police Station Sirsod . It is infront of residence of Police Inspector and NE side of Sri Hanuman Temple. The distance and bearing to the surrounding objects are:- S
337,Type 'B',25.434,77.656,0,Madhya Pradesh,SHIVPURI,SHIVPURI,Madhya Pradesh Geo-spatial Directorate,Type 'B' at Shivpuri intered 0.60m below ground level situated at the NW corner of compound of PWD Rest House No.1 at Shivpuri. The  distance and bearing to the surrounding objects are:- SW corner of the W side or main Varandah of Rest house 71 m & 163°
338,Type 'B',25.413,77.841,0,Madhya Pradesh,SHIVPURI,SHIVPURI,Madhya Pradesh Geo-spatial Directorate,"Type 'B' at Surwaya, interred 0.50m below ground level in barrian land near Police Thana Surwaya (Priviously it was PWD rest house ) situated on raised rocky ground, about 100m N of Express Highway in Surwaya village.The distances & bearing of the surrou"
339,Type 'B',20.810778,75.7635,0,Maharashtra,JALGAON,JAMNER,Maharashtra and Goa Geo-spatial Directorate,"Type ‘B’ at Jamner situated in rest house, Taluka- Jamner, Dist.- Jalgaon. It is about 10m ‘W’ of old rest house building. SBM is about 50m ‘SW’ of main entrance gate of rest house. It is about 50m ‘SW’ of main entrance gate of rest house"
340,Type 'B',20.705667,75.680528,0,Maharashtra,JALGAON,JAMNER,Maharashtra and Goa Geo-spatial Directorate,"Type ‘B’ at Pahur, Dist. Jalgaon interred 0.45m below ground level. It is in the compound of pahur guest house.  Type ‘B’ is exactly in front of the main building of the guest house and just 4m NW of flagpost.
 The distance and bearing to the su"
341,Type 'B',27.1975,73.726111,0,Rajasthan,NAGAUR,NAGAUR,Rajasthan Geo-spatial Directorate,Type 'B' at PWD OFFICE  Nagaur back side of office inside the boundary of compound .
342,Type 'B',22.031722,74.905831,0,Madhya Pradesh,BARWANI,BARWANI,Madhya Pradesh Geo-spatial Directorate,"Type 'B' at Barwani. Interred .6 m below ground level, 3.6 m E of E pillar of main gate in the compound of PWD dak Banglow Barwani."
343,Type 'B',26.302,74.731,0,Rajasthan,AJMER,NASIRABAD,Rajasthan Geo-spatial Directorate,"Type 'B' at Nasirabad. interred 0.90m below ground level in between  thick bushes of babool plantation at W side of permissis of PWD Rest House and office at Nasirabad. It is about 50m SW of main old building of Rest House, 25.9m N of centre of road and 13"
344,Type 'B',29.542,76.972,0,Haryana,KARNAL,GHARAUNDA,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B' at Gharonda interred 0.60m below ground level in  the compound of Block Development and Panchayat  Office, Gharonda, about 100m W from NH - 1. The  distance and bearing to the surrounding objects are :- NW corner of meeting hall 7.15m & 145°, S"
345,Type' B',28.807472,75.551028,0,Haryana,BHIWANI,SIWANI,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",PP Bench Mark Survey of India + feet above MSL (Type-B) near Motipura village.It consist of a brass tablet fixed in concrete block about 1.5' below ground level in land of Teku son of Raju of Motipura village about 1.5 furlong NW of Motipura village.Dist
346,Type 'B',18.327917,75.971056,0,Maharashtra,OSMANABAD,OSMANABAD,Maharashtra and Goa Geo-spatial Directorate,"Type ‘B’ at Yedshi (MH) interred 0.60m below ground level in ‘S’ compound of Govt. rest house Yedshi (MH) (presently unused) 
 The distance and bearing to the surrounding object are:-
 SE corner of rest house 31.70m and 298?
 SE corner of watchm"
347,Type 'B',25.824,72.432,0,Rajasthan,BARMER,PACHPADRA,Rajasthan Geo-spatial Directorate,"Type 'B' at Parlu Railway Station, interred 0.60m below ground level, situated in the compound of a Temple, in front of Parlu Railway Station. It is about 60m N of main Railway line. The distances and bearings to the surrounding objects are :- NW corner"
348,Type 'B',25.829639,72.247306,0,Rajasthan,BARMER,PACHPADRA,Rajasthan Geo-spatial Directorate,"Type 'B' at Balhotra, interred 0.60m below ground level, situated in the NW corner of the compound of PWD Rest House at Balhotra, near Railway Station, Balhotra. The BM is just W side of VIP Suit No. 1 of Rest House. The distances and bearings to the su"
349,Type 'B',25.887,72.109,0,Rajasthan,BARMER,PACHPADRA,Rajasthan Geo-spatial Directorate,"Type 'B' at Tilwara Railway Station, interred  0.60m below ground level at the centre of metalled road for Railway Station .                                                                             The distances and bearings to the surrounding objects"
350,Type 'B',25.768,73.328,0,Rajasthan,PALI,PALI,Rajasthan Geo-spatial Directorate,"Type'B' BM at RH (PWD), Pali."
351,Type 'B',27.37,72.353,0,Rajasthan,JODHPUR,BAP,Rajasthan Geo-spatial Directorate,"Type 'B' at Bap, district Jodhpur, Rajasthan, situated in the  compound of Panchayat Samithi Office, interred 0.60m below ground level & 2.35 m NNE of SW corner of compound wall of Panchayat Samithi Office. The distance & bearing to the surrouning objec"
352,Type 'B',8.723,76.898,0,Madhya Pradesh,RAJGARH,BIYAVRA,Madhya Pradesh Geo-spatial Directorate,"Type 'P' at Vamanapuram, consists of a stone 0.46m x 0.30m projecting 0.08m above ground level and embedded in a block of masonary 0.9m suqare and 0.28m above ground level, in the open compound of             ' village office ' at Vamanapuram, 33.80m W o"
353,Type 'B',25.471,76.373,0,Rajasthan,KOTA,PIPALDA,Rajasthan Geo-spatial Directorate,"Type 'B' at Mangena, interred about 0.6m below ground level, E of a old well under a banyan tree NW of the above village. The distance & bearing of the surrounding objects are :- SW corner of Mahadev Chattri 8.80m & 29º, Banyan tree   7.5m & 89º. Centr"
354,Type 'B',25.539,76.382,0,Rajasthan,KOTA,PIPALDA,Rajasthan Geo-spatial Directorate,"Type 'B' at Itawa interred about 0.6m below ground level in the compound of Govt. Hospital Itawa. The distances and bearing of the surrounding objects are:-  SW corner of N portion of Hospital is 2.6m & 33º, NE corner of S gate pillar 6.9m & 219º, SW c"
355,Type 'B',25.604,76.401,0,Rajasthan,KOTA,PIPALDA,Rajasthan Geo-spatial Directorate,"Type 'B' at Keshopura interred about 0.8m below ground level between old & new Shiva Temple, NE of the village. The distance & bearing to the surrounding objects are :- Pipal tree W of the well  7.8m & 257º, Centre of well 18.8m & 78º, NWW corner of ne"
356,Type 'B',25.659,76.432,0,Rajasthan,KOTA,PIPALDA,Rajasthan Geo-spatial Directorate,"Type 'B' at Talao, interred 0.6m below ground level at tri-junction where the kachha road goes inside the village meets old Itawa-Khatoli kaccha road. It is at W end of the village. The BM is near Primary Health Centre Talao. The distance & bearing of th"
357,Type 'B',25.679,76.339,0,Rajasthan,KOTA,PIPALDA,Rajasthan Geo-spatial Directorate,"Type 'B' at Khatoli, interred 0.6m below ground level near skiting in the compound of Secondary School Khatoli. The distance & bearing to the surrounding objects are :-- NE corner of School  320m  & 130º, NW corner of same 23.6m  &  150º, Centre of wel"
358,Type 'B',27.036,71.521,0,Rajasthan,JAISALMER,POKRAN,Rajasthan Geo-spatial Directorate,"Type 'B' at Lathi, interred 0.40m below ground level Protected by stone wall in the  compound of PWD Gang hut (rest house for worker) situated at N side of Jaisalmer-Bikaner road ( NH-15) ,and at eastern extrimite of Lathi village.  The  distances & bear"
359,Type 'B',26.93,71.923,0,Rajasthan,JAISALMER,POKRAN,Rajasthan Geo-spatial Directorate,"Type 'B' at Pokhran, situated in the compound PWD rest house , interred 0.6m below ground level at 3.1m SSE of NW corner of compound wall. The distance and bearing to the surrounding objects are NW corner of executive engineer office building in the comp"
360,Type 'B',24.188472,77.034389,0,Madhya Pradesh,GUNA,CHACHAURA,Madhya Pradesh Geo-spatial Directorate,"Type'B' Binaganj, embedded 0.4 m below ground level in the campus of Govt. PWD rest house at Binaganj (MP). The distances and bearing to the surrounding objects are :-                                      centre of gate of Pathan Baba Mazar in the campus"
361,Type 'B',29.538,73.452,0,Rajasthan,GANGANAGAR,R>ISINGHNAGAR,Rajasthan Geo-spatial Directorate,"Type'B' At Raisinghnagar ,in the compound of  irrigation Inspection Bangalow or rest house at Raisinghnagar(44G). Interred 0.70m below ground level. The distance & bearing to surrounding objets are: SW corner of Inspection Bungalow building is 2.5m & 330"
362,Type 'A',26.076,74.099,0,Rajasthan,PALI,RAIPUR,Rajasthan Geo-spatial Directorate,"Type 'A' at Bar, on top of Zinc Pipe, embedded below ground leval, in the compound of PWD (B&R) Office of Jr. Engineer, Bar. The distances and bearings to the surrounding objects are :- NE corner of pillar of JE Office Veranda, 4.45m & 162°, NE corner o"
363,Type 'B',26.08,74.192,0,Rajasthan,PALI,RAIPUR,Rajasthan Geo-spatial Directorate,"Type 'B' at Sendra Rajkiya Madhyamic Vidhyalaya, embeded 0.60m below ground level, in the compound of Rajkiya Madhayamic Vidhyalaya, Sendra. The distances & bearings to the surrounding objects are :- NE corner of Residence of Thana Incharge, Sendra,12.6m"
364,Type 'B',25.892,78.335,0,Madhya Pradesh,GWALIOR,DABRA,Madhya Pradesh Geo-spatial Directorate,"Type ‘B’ Bench Mark at Dabra, Distt. Gwalior (M.P.), situated at NE corner of compound of PWD Rest House, interred 0.55m below ground level, about 1m S of N side of boundary wall. The distance & bearing to the surrounding objects are :- ESE corner of"
365,Type  P,28.63125,75.385361,0,Rajasthan,CHURU,RAJGARH,Rajasthan Geo-spatial Directorate,"PP Bench Mark Survey of India + Feet Above MSL (Type-P) in PWD RH Rajgarh,near RS Rajgarh.It consists of a brass circular tablet fixed at center of the top of Piramid shaped bhakra stone block of size 1'X1' cross section and 1' high above concrete base b"
366,Type 'B',25.954,73.143,0,Rajasthan,PALI,ROHAT,Rajasthan Geo-spatial Directorate,"Type 'B' at Rohat, embeded at NW corner of compound of Office of the Assistant Engineer Electricity Distribution at Rohat on E side of Jodhpur -Pali road (NH-65). The BM is situated in side the fencing of small Temple ( Jai Karni Mata)  in the NW corner"
367,Type 'B',28.13,77.33,0,Haryana,PALWAL,PALWAL,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate","Type 'B' at Palwal, interred 0.60m below ground level  situated at S compound of PWD Rest House, Palwal  infront of southern gate of Rest House and infront of S verandah of new Rest House Building. The  distance &  bearing to the surrounding objects are"
